accuracy,precision_weighted,recall_weighted,f1_weighted,specificity,sensitivity,seed,model_name,train_run_id,eval_run_id
0.8518518518518519,0.8857142857142857,0.8518518518518519,0.8485273492286114,0.7037037037037037,1.0,42,solid_fe_on_1,2025-10-30_13-33-21,2025-10-30_13-46-13
