accuracy,precision_weighted,recall_weighted,f1_weighted,specificity,sensitivity,seed,model_name,train_run_id,eval_run_id
0.7962962962962963,0.8333333333333334,0.7962962962962963,0.7904761904761904,0.6296296296296297,0.9629629629629629,42,baseline_fe_on_2,2025-10-28_22-24-45,2025-10-28_22-39-10
