accuracy,precision_weighted,recall_weighted,f1_weighted,specificity,sensitivity,seed,model_name,train_run_id,eval_run_id
0.8333333333333334,0.8573529411764705,0.8333333333333334,0.8304848273456573,0.7037037037037037,0.9629629629629629,42,solid_fe_on_2,2025-10-30_14-02-11,2025-10-30_14-10-08
